feature_name,feature_group,selection_frequency,positive_selection_frequency,negative_selection_frequency,sign_consistency,sign_stable,dominant_sign,best_c_value,subsample_count,c_grid_size,stable_at_0p6,stable_at_0p8,stable_at_0p9,selection_freq_c_0p01,positive_selection_freq_c_0p01,negative_selection_freq_c_0p01,selection_freq_c_0p03,positive_selection_freq_c_0p03,negative_selection_freq_c_0p03,selection_freq_c_0p1,positive_selection_freq_c_0p1,negative_selection_freq_c_0p1,selection_freq_c_0p3,positive_selection_freq_c_0p3,negative_selection_freq_c_0p3,selection_freq_c_1p0,positive_selection_freq_c_1p0,negative_selection_freq_c_1p0,selection_freq_c_3p0,positive_selection_freq_c_3p0,negative_selection_freq_c_3p0,family_id,family_label,family_display_label,outer_split_id,repeat_index,fold_index
repeat_founding_gap,hq,1.0,0.1,0.9,0.9,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.77,0.05,0.72,0.94,0.1,0.84,1.0,0.1,0.9,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
comfort_index,hq,0.99,0.89,0.1,0.898989898989899,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.08,0.08,0.0,0.75,0.75,0.0,0.89,0.86,0.03,0.95,0.89,0.06,0.99,0.89,0.1,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
degree_level,hq,0.99,0.2,0.79,0.797979797979798,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.1,0.68,0.12,0.56,0.94,0.18,0.76,0.99,0.2,0.79,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
longest_founding_tenure,hq,0.98,0.08,0.9,0.9183673469387755,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.94,0.0,0.94,0.96,0.04,0.92,0.98,0.08,0.9,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
max_seniority_reached,hq,0.98,0.96,0.02,0.9795918367346939,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.92,0.92,0.0,0.96,0.96,0.0,0.98,0.96,0.02,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
company_size_is_growing,hq,0.97,0.36,0.61,0.6288659793814433,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.67,0.12,0.55,0.91,0.32,0.59,0.97,0.36,0.61,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
founding_role_count,hq,0.97,0.42,0.55,0.5670103092783506,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.39,0.12,0.27,0.82,0.38,0.44,0.97,0.42,0.55,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
industry_pivot_count,hq,0.97,0.08,0.89,0.9175257731958764,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.74,0.01,0.73,0.91,0.06,0.85,0.97,0.08,0.89,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
persistence_score,hq,0.97,0.84,0.13,0.865979381443299,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.02,0.65,0.61,0.04,0.88,0.78,0.1,0.97,0.84,0.13,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
seniority_is_monotone,hq,0.97,0.18,0.79,0.8144329896907218,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.22,0.67,0.1,0.57,0.89,0.16,0.73,0.97,0.18,0.79,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
exit_x_serial,hq,0.95,0.4,0.55,0.5789473684210527,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.1,0.1,0.0,0.27,0.26,0.01,0.68,0.38,0.3,0.87,0.37,0.5,0.95,0.4,0.55,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
field_relevance_score,hq,0.95,0.39,0.56,0.5894736842105264,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.01,0.39,0.16,0.23,0.79,0.33,0.46,0.95,0.39,0.56,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
restlessness_score,hq,0.95,0.15,0.8,0.8421052631578948,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.77,0.05,0.72,0.92,0.12,0.8,0.95,0.15,0.8,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
years_in_large_company,hq,0.95,0.77,0.18,0.8105263157894738,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.47,0.47,0.0,0.79,0.75,0.04,0.87,0.76,0.11,0.95,0.77,0.18,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
prestige_x_relevance,hq,0.94,0.75,0.19,0.797872340425532,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.76,0.76,0.0,0.74,0.74,0.0,0.7,0.7,0.0,0.83,0.72,0.11,0.94,0.75,0.19,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
total_inferred_experience,hq,0.94,0.06,0.88,0.9361702127659575,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.74,0.0,0.74,0.9,0.03,0.87,0.94,0.06,0.88,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
max_company_size_before_founding,hq,0.93,0.81,0.12,0.8709677419354839,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.05,0.05,0.0,0.26,0.26,0.0,0.53,0.53,0.0,0.85,0.77,0.08,0.93,0.81,0.12,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
sacrifice_x_serial,hq,0.93,0.69,0.24,0.7419354838709676,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.16,0.16,0.0,0.47,0.44,0.03,0.74,0.62,0.12,0.93,0.69,0.24,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
founding_timing,hq,0.91,0.72,0.19,0.7912087912087912,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.2,0.12,0.08,0.73,0.58,0.15,0.91,0.72,0.19,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
prestige_sacrifice_score,hq,0.91,0.61,0.3,0.6703296703296703,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.46,0.46,0.0,0.85,0.85,0.0,0.85,0.85,0.0,0.77,0.68,0.09,0.91,0.61,0.3,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
stem_flag,hq,0.91,0.53,0.38,0.5824175824175825,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.44,0.29,0.15,0.76,0.43,0.33,0.91,0.53,0.38,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
is_serial_founder,hq,0.89,0.35,0.54,0.6067415730337079,False,negative,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.32,0.11,0.21,0.77,0.3,0.47,0.89,0.35,0.54,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
exit_count,hq,0.88,0.85,0.03,0.9659090909090908,True,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.56,0.56,0.0,0.81,0.81,0.0,0.83,0.83,0.0,0.86,0.84,0.02,0.88,0.85,0.03,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
has_prior_ipo,hq,0.86,0.8,0.06,0.930232558139535,True,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.12,0.12,0.0,0.56,0.55,0.01,0.74,0.69,0.05,0.77,0.72,0.05,0.86,0.8,0.06,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
has_prior_acquisition,hq,0.46,0.38,0.08,0.8260869565217391,False,positive,3.0,100,6,False,False,False,0.0,0.0,0.0,0.11,0.11,0.0,0.27,0.27,0.0,0.27,0.25,0.02,0.27,0.24,0.03,0.46,0.38,0.08,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
A_evidence_support_rating,reasoning,1.0,1.0,0.0,1.0,True,positive,0.03,100,6,True,True,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
A_scrappiness,reasoning,1.0,0.0,1.0,1.0,True,negative,0.1,100,6,True,True,True,0.0,0.0,0.0,0.64,0.0,0.64,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
A_career_coherence,reasoning,0.98,0.04,0.94,0.9591836734693877,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.83,0.01,0.82,0.95,0.03,0.92,0.98,0.04,0.94,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
A_ownership_signal,reasoning,0.94,0.25,0.69,0.7340425531914894,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.14,0.0,0.14,0.72,0.0,0.72,0.75,0.03,0.72,0.89,0.19,0.7,0.94,0.25,0.69,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
A_trajectory_strength,reasoning,0.9,0.29,0.61,0.6777777777777777,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.56,0.04,0.52,0.8,0.2,0.6,0.9,0.29,0.61,reasoning_A,A,HQ + A,repeat_02_fold_01,2,1
industry_alignment,hq,1.0,1.0,0.0,1.0,True,positive,1.0,100,6,True,True,True,0.0,0.0,0.0,0.31,0.31,0.0,0.95,0.95,0.0,0.99,0.99,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
comfort_index,hq,0.99,0.79,0.2,0.797979797979798,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.13,0.13,0.0,0.63,0.63,0.0,0.83,0.77,0.06,0.98,0.79,0.19,0.99,0.79,0.2,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
longest_founding_tenure,hq,0.99,0.14,0.85,0.8585858585858586,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.92,0.0,0.92,0.92,0.05,0.87,0.99,0.14,0.85,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
max_seniority_reached,hq,0.99,0.95,0.04,0.9595959595959596,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.91,0.9,0.01,0.97,0.95,0.02,0.99,0.95,0.04,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
restlessness_score,hq,0.99,0.16,0.83,0.8383838383838383,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.74,0.04,0.7,0.94,0.15,0.79,0.99,0.16,0.83,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
years_in_large_company,hq,0.99,0.86,0.13,0.8686868686868687,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.05,0.05,0.0,0.4,0.4,0.0,0.81,0.78,0.03,0.94,0.85,0.09,0.99,0.86,0.13,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
total_inferred_experience,hq,0.98,0.02,0.96,0.9795918367346939,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.9,0.0,0.9,0.95,0.01,0.94,0.98,0.02,0.96,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
best_degree_prestige,hq,0.97,0.91,0.06,0.9381443298969073,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.6,0.6,0.0,0.92,0.92,0.0,0.94,0.94,0.0,0.94,0.92,0.02,0.97,0.91,0.06,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
edu_prestige_tier,hq,0.97,0.91,0.06,0.9381443298969073,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.6,0.6,0.0,0.92,0.92,0.0,0.94,0.94,0.0,0.94,0.92,0.02,0.97,0.91,0.06,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
industry_prestige_penalty,hq,0.97,0.82,0.15,0.845360824742268,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.18,0.18,0.0,0.68,0.67,0.01,0.85,0.77,0.08,0.95,0.81,0.14,0.97,0.82,0.15,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
repeat_founding_gap,hq,0.97,0.16,0.81,0.8350515463917526,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.82,0.11,0.71,0.93,0.16,0.77,0.97,0.16,0.81,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
sacrifice_x_serial,hq,0.97,0.8,0.17,0.8247422680412372,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.54,0.49,0.05,0.85,0.75,0.1,0.97,0.8,0.17,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
seniority_is_monotone,hq,0.97,0.19,0.78,0.8041237113402062,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.21,0.75,0.15,0.6,0.92,0.19,0.73,0.97,0.19,0.78,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
industry_pivot_count,hq,0.96,0.19,0.77,0.8020833333333334,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.7,0.02,0.68,0.88,0.11,0.77,0.96,0.19,0.77,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
degree_level,hq,0.95,0.27,0.68,0.7157894736842106,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.03,0.69,0.2,0.49,0.9,0.25,0.65,0.95,0.27,0.68,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
exit_x_serial,hq,0.95,0.38,0.57,0.6,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.11,0.11,0.0,0.27,0.26,0.01,0.54,0.37,0.17,0.88,0.39,0.49,0.95,0.38,0.57,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
company_size_is_growing,hq,0.94,0.17,0.77,0.8191489361702128,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.76,0.03,0.73,0.85,0.1,0.75,0.94,0.17,0.77,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
field_relevance_score,hq,0.94,0.44,0.5,0.5319148936170213,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.02,0.37,0.21,0.16,0.76,0.34,0.42,0.94,0.44,0.5,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
founding_role_count,hq,0.94,0.46,0.48,0.5106382978723404,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.35,0.07,0.28,0.82,0.39,0.43,0.94,0.46,0.48,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
is_serial_founder,hq,0.94,0.2,0.74,0.7872340425531915,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.1,0.4,0.09,0.31,0.82,0.17,0.65,0.94,0.2,0.74,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
max_company_size_before_founding,hq,0.93,0.7,0.23,0.7526881720430106,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.06,0.06,0.0,0.3,0.3,0.0,0.57,0.54,0.03,0.79,0.65,0.14,0.93,0.7,0.23,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
prestige_sacrifice_score,hq,0.93,0.93,0.0,1.0,True,positive,0.1,100,6,True,True,True,0.0,0.0,0.0,0.45,0.45,0.0,0.93,0.93,0.0,0.92,0.92,0.0,0.87,0.81,0.06,0.85,0.71,0.14,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
exit_count,hq,0.91,0.9,0.01,0.989010989010989,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.58,0.58,0.0,0.84,0.84,0.0,0.88,0.88,0.0,0.88,0.87,0.01,0.91,0.9,0.01,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
stem_flag,hq,0.91,0.47,0.44,0.5164835164835164,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.02,0.43,0.32,0.11,0.76,0.43,0.33,0.91,0.47,0.44,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
persistence_score,hq,0.9,0.69,0.21,0.7666666666666666,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.01,0.64,0.54,0.1,0.86,0.67,0.19,0.9,0.69,0.21,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
prestige_x_relevance,hq,0.89,0.75,0.14,0.8426966292134831,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.7,0.7,0.0,0.84,0.84,0.0,0.75,0.75,0.0,0.79,0.74,0.05,0.89,0.75,0.14,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
founding_timing,hq,0.88,0.76,0.12,0.8636363636363636,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.07,0.69,0.58,0.11,0.88,0.76,0.12,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
has_prior_ipo,hq,0.78,0.77,0.01,0.9871794871794871,True,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.08,0.08,0.0,0.41,0.41,0.0,0.6,0.6,0.0,0.7,0.69,0.01,0.78,0.77,0.01,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
has_prior_acquisition,hq,0.48,0.4,0.08,0.8333333333333334,False,positive,3.0,100,6,False,False,False,0.0,0.0,0.0,0.11,0.11,0.0,0.31,0.31,0.0,0.26,0.25,0.01,0.32,0.26,0.06,0.48,0.4,0.08,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_career_coherence,reasoning,1.0,0.0,1.0,1.0,True,negative,0.3,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_evidence_support_rating,reasoning,1.0,1.0,0.0,1.0,True,positive,0.3,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_trajectory_strength,reasoning,0.98,0.98,0.0,1.0,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.88,0.88,0.0,0.98,0.98,0.0,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_scrappiness,reasoning,0.87,0.52,0.35,0.5977011494252874,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.02,0.72,0.5,0.22,0.87,0.52,0.35,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_ownership_signal,reasoning,0.82,0.6,0.22,0.7317073170731707,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.54,0.5,0.04,0.82,0.6,0.22,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
F_rubric_score,reasoning,0.72,0.17,0.55,0.763888888888889,False,negative,3.0,100,6,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.24,0.11,0.13,0.72,0.17,0.55,reasoning_F,F,HQ + F,repeat_02_fold_01,2,1
degree_level,hq,1.0,0.06,0.94,0.94,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.01,0.22,0.82,0.03,0.79,0.96,0.05,0.91,1.0,0.06,0.94,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
industry_alignment,hq,1.0,0.99,0.01,0.99,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.06,0.06,0.0,0.88,0.88,0.0,0.98,0.97,0.01,0.99,0.98,0.01,1.0,0.99,0.01,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
best_degree_prestige,hq,0.99,0.97,0.02,0.9797979797979798,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.63,0.63,0.0,0.93,0.93,0.0,0.97,0.97,0.0,0.98,0.97,0.01,0.99,0.97,0.02,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
edu_prestige_tier,hq,0.99,0.97,0.02,0.9797979797979798,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.63,0.63,0.0,0.93,0.93,0.0,0.97,0.97,0.0,0.98,0.97,0.01,0.99,0.97,0.02,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
max_seniority_reached,hq,0.99,0.86,0.13,0.8686868686868687,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.8,0.79,0.01,0.94,0.87,0.07,0.99,0.86,0.13,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
stem_flag,hq,0.99,0.94,0.05,0.9494949494949495,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.84,0.82,0.02,0.96,0.92,0.04,0.99,0.94,0.05,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
years_in_large_company,hq,0.99,0.9,0.09,0.9090909090909092,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.37,0.37,0.0,0.78,0.77,0.01,0.94,0.9,0.04,0.99,0.9,0.09,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
industry_prestige_penalty,hq,0.98,0.91,0.07,0.9285714285714286,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.19,0.19,0.0,0.72,0.72,0.0,0.89,0.87,0.02,0.97,0.9,0.07,0.98,0.91,0.07,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
longest_founding_tenure,hq,0.98,0.01,0.97,0.9897959183673469,True,negative,1.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.96,0.0,0.96,0.98,0.01,0.97,0.98,0.03,0.95,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
persistence_score,hq,0.98,0.85,0.13,0.8673469387755102,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.73,0.66,0.07,0.95,0.83,0.12,0.98,0.85,0.13,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
seniority_is_monotone,hq,0.98,0.58,0.4,0.5918367346938775,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.03,0.55,0.37,0.18,0.88,0.56,0.32,0.98,0.58,0.4,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
company_size_is_growing,hq,0.97,0.66,0.31,0.6804123711340206,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.07,0.65,0.41,0.24,0.87,0.58,0.29,0.97,0.66,0.31,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
repeat_founding_gap,hq,0.97,0.83,0.14,0.8556701030927835,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.39,0.39,0.0,0.75,0.68,0.07,0.92,0.79,0.13,0.97,0.83,0.14,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
comfort_index,hq,0.96,0.31,0.65,0.6770833333333334,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.05,0.54,0.13,0.41,0.84,0.26,0.58,0.96,0.31,0.65,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
exit_count,hq,0.96,0.96,0.0,1.0,True,positive,0.3,100,6,True,True,True,0.0,0.0,0.0,0.9,0.9,0.0,0.95,0.95,0.0,0.96,0.96,0.0,0.92,0.91,0.01,0.93,0.92,0.01,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
field_relevance_score,hq,0.96,0.39,0.57,0.59375,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.34,0.18,0.16,0.78,0.3,0.48,0.96,0.39,0.57,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
industry_pivot_count,hq,0.95,0.38,0.57,0.6,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.53,0.14,0.39,0.85,0.3,0.55,0.95,0.38,0.57,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
is_serial_founder,hq,0.95,0.39,0.56,0.5894736842105264,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.42,0.09,0.33,0.79,0.26,0.53,0.95,0.39,0.56,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
exit_x_serial,hq,0.94,0.67,0.27,0.7127659574468086,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.28,0.28,0.0,0.48,0.48,0.0,0.68,0.58,0.1,0.87,0.65,0.22,0.94,0.67,0.27,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
has_prior_ipo,hq,0.94,0.91,0.03,0.9680851063829788,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.33,0.33,0.0,0.7,0.7,0.0,0.83,0.81,0.02,0.88,0.86,0.02,0.94,0.91,0.03,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
founding_role_count,hq,0.93,0.46,0.47,0.5053763440860215,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.39,0.07,0.32,0.79,0.35,0.44,0.93,0.46,0.47,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
prestige_x_relevance,hq,0.93,0.28,0.65,0.6989247311827956,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.76,0.76,0.0,0.52,0.52,0.0,0.38,0.32,0.06,0.79,0.27,0.52,0.93,0.28,0.65,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
total_inferred_experience,hq,0.93,0.11,0.82,0.8817204301075268,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.02,0.0,0.02,0.77,0.0,0.77,0.85,0.0,0.85,0.88,0.05,0.83,0.93,0.11,0.82,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
max_company_size_before_founding,hq,0.92,0.63,0.29,0.6847826086956521,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.27,0.27,0.0,0.49,0.46,0.03,0.78,0.59,0.19,0.92,0.63,0.29,reasoning_A,A,HQ + A,repeat_02_fold_02,2,2
