founder_uuid,success,industry,ipos,acquisitions,educations_json,jobs_json,anonymised_prose
354d7ce1-d68a-4251-9418-77d5b28041d2,0,Software Development,[],[],"[
  {
    ""degree"": """",
    ""field"": ""Business"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""VP (Growth)"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""E-Learning"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Growth, Partnerships"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Transportation & Logistics"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Head of Marketing & Sales"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Head of Marketing & Sales"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Head of Marketing & Sales"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* in Business (Institution QS rank 200+)

Professional experience:
* VP (Growth) for <2 years in the `E-Learning` industry (11-50 employees)
* Growth, Partnerships for <2 years in the `Transportation & Logistics` industry (51-200 employees)
* Head of Marketing & Sales for 4-5 years
* Head of Marketing & Sales for <2 years
* Head of Marketing & Sales for 6-9 years
"
6f32a0cd-9fb5-4e2f-88e1-d0f47ac91ed6,0,Venture Capital & Private Equity,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Business Administration"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BA"",
    ""field"": ""History"",
    ""qs_ranking"": ""54""
  }
]","[
  {
    ""role"": ""Co-Founder, Managing Partner"",
    ""company_size"": """",
    ""industry"": ""Venture Capital & Private Equity"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Board Observer"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Biotechnology & Nanotechnology Research"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Medical Equipment Manufacturing"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Venture Capital & Private Equity industry.
Education:
* MBA in Business Administration (Institution QS rank 200+)
* BA in History (Institution QS rank 54)

Professional experience:
* Co-Founder, Managing Partner for >9 years in the `Venture Capital & Private Equity` industry
* Board Observer for <2 years in the `Biotechnology & Nanotechnology Research` industry (11-50 employees)
* Co-Founder, CEO for 2-3 years in the `Medical Equipment Manufacturing` industry (2-10 employees)
"
9bc4a5b0-100f-443f-aa93-5b2523d83516,0,Internet Media & Publishing,,,"[
  {
    ""degree"": ""Master"",
    ""field"": ""Development Management"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Sociology"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Founder"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Management, Strategy & Professional Services"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""CEO"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Food & Beverage Production & Farming"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""CEO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Management, Strategy & Professional Services"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Fellow (Social Entrepreneurship)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Adjunct Professor"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Microfranchise Development Initiative, Business Solutions for Development)"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Internet Media & Publishing industry.
Education:
* Master in Development Management (Institution QS rank 200+)
* BS in Sociology (Institution QS rank 200+)

Professional experience:
* Founder for 4-5 years in the `Management, Strategy & Professional Services` industry (2-10 employees)
* CEO for 4-5 years in the `Food & Beverage Production & Farming` industry (51-200 employees)
* CEO for 6-9 years in the `Management, Strategy & Professional Services` industry (2-10 employees)
* Fellow (Social Entrepreneurship) for 4-5 years in the `Higher Education & Research` industry (51-200 employees)
* Founder for 2-3 years
* Adjunct Professor for <2 years in the `Higher Education & Research` industry (201-500 employees)
* Director (Microfranchise Development Initiative, Business Solutions for Development) for 2-3 years in the `Higher Education & Research` industry (1001-5000 employees)
"
f3f30b88-1a66-4781-aa2b-baca9523884b,0,Biotechnology & Nanotechnology Research,,,,"[
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, COO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Veterinary Surgeon"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Veterinary"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Professional Medical Representative"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Professional experience:
* Founder, CEO for <2 years
* Co-Founder, COO for <2 years
* Co-Founder, CEO for 2-3 years
* Veterinary Surgeon for 4-5 years in the `Veterinary` industry (1001-5000 employees)
* Professional Medical Representative for 2-3 years in the `Chemical & Pharmaceutical Manufacturing` industry (10001+ employees)
"
c79beac0-8b69-46f7-93c6-6d649b87a1f7,0,Renewable Energy & Climate Tech,,,"[
  {
    ""degree"": ""BS"",
    ""field"": ""Environmental Science"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Organic Chemistry"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Water Quality Specialist"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Utilities & Power Generation"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Water Quality Support Officer (Wastewater & Recycling)"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Utilities & Power Generation"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Renewable Energy & Climate Tech industry.
Education:
* BS in Environmental Science (Institution QS rank 200+)
* BS in Organic Chemistry (Institution QS rank 200+)

Professional experience:
* Water Quality Specialist for <2 years in the `Utilities & Power Generation` industry (501-1000 employees)
* Water Quality Support Officer (Wastewater & Recycling) for 4-5 years in the `Utilities & Power Generation` industry (501-1000 employees)
"
a72af7e4-e640-4891-9fe3-67fe2175afa4,0,Software Development,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Business"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Software Architect"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Networking & Cybersecurity Products"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Software Architecture)"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Lead Consultant"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Senior Consultant"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* MBA in Business (Institution QS rank 200+)
* BS in Computer Science (Institution QS rank 200+)

Professional experience:
* Software Architect for <2 years in the `Networking & Cybersecurity Products` industry (201-500 employees)
* Director (Software Architecture) for 4-5 years in the `IT Services & Digital Solutions` industry (1001-5000 employees)
* Lead Consultant for <2 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* Senior Consultant for 2-3 years in the `IT Services & Digital Solutions` industry (10001+ employees)
"
04d43e64-e9f4-4684-b82f-66b204050298,0,Chemical & Pharmaceutical Manufacturing,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": """",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Bachelor"",
    ""field"": ""Biology and Biochemistry and Molecular Biology"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""CEO, President"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""VP & Director (US Business Development)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Global Director (Business Development & Strategic Planning)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Marketing Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Marketing Planning Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Sales, Product Management"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": "">9""
  }
]","This founder leads a startup in the Chemical & Pharmaceutical Manufacturing industry.
Education:
* MBA (Institution QS rank 200+)
* Bachelor in Biology and Biochemistry and Molecular Biology (Institution QS rank 200+)

Professional experience:
* CEO, President for <2 years
* VP & Director (US Business Development) for 6-9 years
* Global Director (Business Development & Strategic Planning) for >9 years
* Marketing Manager for >9 years
* Marketing Planning Manager for >9 years
* Sales, Product Management for >9 years in the `Chemical & Pharmaceutical Manufacturing` industry (501-1000 employees)
"
dafb528a-c7bc-4744-9084-6161032e41b1,0,Electronic & Precision Equipment Manufacturing,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Organizational Behavior and Strategy"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BSE, MSE"",
    ""field"": ""Computer Engineering"",
    ""qs_ranking"": ""60""
  }
]","[
  {
    ""role"": ""VP (Digital Health)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Wellness & Community Health"",
    ""duration"": ""<2""
  },
  {
    ""role"": """",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Telecommunications Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""General Manager (Digital Home Products)"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""VP (Software Product Marketing)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Telecommunications Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Product Management, Business Development, Client Group)"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Strategic Marketing Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Electronic & Precision Equipment Manufacturing industry.
Education:
* MBA in Organizational Behavior and Strategy (Institution QS rank 200+)
* BSE, MSE in Computer Engineering (Institution QS rank 60)

Professional experience:
* VP (Digital Health) for <2 years
* Founder, CEO for <2 years in the `Wellness & Community Health` industry (2-10 employees)
* for <2 years in the `Telecommunications Services` industry (10001+ employees)
* General Manager (Digital Home Products) for <2 years in the `Software Development` industry (201-500 employees)
* Founder, CEO for <2 years
* VP (Software Product Marketing) for <2 years in the `Telecommunications Services` industry (51-200 employees)
* Director (Product Management, Business Development, Client Group) for 2-3 years in the `Software Development` industry (501-1000 employees)
* Strategic Marketing Manager for <2 years
"
48a3bd50-a575-4b97-a097-2477bc35318f,0,Consumer Electronics & Sporting Goods,,,"[
  {
    ""degree"": ""MSc"",
    ""field"": ""International Business and Politics"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BSc"",
    ""field"": ""International Business and Politics"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Managing Partner"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Strategy Consultant"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Broadcast Media Production & Distribution"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Financial Business Partner"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Financial Planning & M&A Specialist"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Sales Assistant"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Motor Vehicle"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Consumer Electronics & Sporting Goods industry.
Education:
* MSc in International Business and Politics (Institution QS rank 200+)
* BSc in International Business and Politics (Institution QS rank 200+)

Professional experience:
* Managing Partner for 6-9 years
* Strategy Consultant for <2 years in the `Broadcast Media Production & Distribution` industry (501-1000 employees)
* Financial Business Partner for <2 years in the `Chemical & Pharmaceutical Manufacturing` industry (1001-5000 employees)
* Financial Planning & M&A Specialist for <2 years in the `Chemical & Pharmaceutical Manufacturing` industry (1001-5000 employees)
* Sales Assistant for <2 years in the `Motor Vehicle` industry (1001-5000 employees)
"
bb4e6085-f0b5-472a-ba71-2b3c574a3754,0,Renewable Energy & Climate Tech,[],[],"[
  {
    ""degree"": ""PhD"",
    ""field"": ""Chemical Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MSc"",
    ""field"": ""Chemical Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BSc"",
    ""field"": ""Chemical Engineering"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Visiting Research Professor"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Renewable Energy & Climate Tech"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Research Professor"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Renewable Energy & Climate Tech industry.
Education:
* PhD in Chemical Engineering (Institution QS rank 200+)
* MSc in Chemical Engineering (Institution QS rank 200+)
* BSc in Chemical Engineering (Institution QS rank 200+)

Professional experience:
* Visiting Research Professor for 2-3 years in the `Higher Education & Research` industry (10001+ employees)
* Co-Founder, CEO for 4-5 years in the `Renewable Energy & Climate Tech` industry (51-200 employees)
* Research Professor for 6-9 years in the `Higher Education & Research` industry (1001-5000 employees)
"
a9e95882-4a44-4799-a729-b9c21de69dd3,0,Legal Services & Law Firms,[],[],"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Business"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MSc"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BSc"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""48""
  }
]","[
  {
    ""role"": ""Member"",
    ""company_size"": """",
    ""industry"": ""Venture Capital & Private Equity"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""VP (Technology & Compliance Product Manager)"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Analytics Integrator"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""CTO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Venture Capital & Private Equity"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Investor, Mentor"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Venture Capital & Private Equity"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""CTO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Board Member, Lead Investor"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, Product Manager"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Legal Services & Law Firms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, President"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Board Member"",
    ""company_size"": """",
    ""industry"": ""Non\u2011Profit, NGO & Associations"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Executive VP (Bankruptcy Trustee Division)"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Consultant, Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  }
]","This founder leads a startup in the Legal Services & Law Firms industry.
Education:
* MBA in Business (Institution QS rank 200+)
* MSc in Computer Science (Institution QS rank 200+)
* BSc in Computer Science (Institution QS rank 48)

Professional experience:
* Member for 4-5 years in the `Venture Capital & Private Equity` industry
* VP (Technology & Compliance Product Manager) for <2 years in the `Software Development` industry (11-50 employees)
* Analytics Integrator for 2-3 years
* CTO for <2 years in the `Venture Capital & Private Equity` industry (2-10 employees)
* Investor, Mentor for 4-5 years in the `Venture Capital & Private Equity` industry (2-10 employees)
* CTO for <2 years in the `Software Development` industry (11-50 employees)
* Board Member, Lead Investor for <2 years in the `Software Development` industry (11-50 employees)
* Co-Founder, Product Manager for <2 years in the `Legal Services & Law Firms` industry (11-50 employees)
* Co-Founder, President for 6-9 years in the `Software Development` industry (11-50 employees)
* Board Member for 2-3 years in the `Non‑Profit, NGO & Associations` industry
* Executive VP (Bankruptcy Trustee Division) for <2 years in the `Financial Services` industry (501-1000 employees)
* Consultant, Founder for >9 years
"
e13e1846-26bf-4d2f-8aeb-283fc1843866,0,IT Services & Digital Solutions,"[{'amount_raised_usd': 'Undisclosed', 'valuation_usd': 'Undisclosed'}, {'amount_raised_usd': 'Undisclosed', 'valuation_usd': 'Undisclosed'}]",[],"[
  {
    ""degree"": ""BBA"",
    ""field"": ""Banking and Finance"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MS"",
    ""field"": ""Strategic Planning and Entrepreneurship"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""CIO, Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""CIO"",
    ""company_size"": """",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""CIO, Co-Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Senior VP"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the IT Services & Digital Solutions industry.
Education:
* BBA in Banking and Finance (Institution QS rank 200+)
* MS in Strategic Planning and Entrepreneurship (Institution QS rank 200+)

Professional experience:
* CIO, Founder for <2 years
* CIO for 4-5 years in the `IT Services & Digital Solutions` industry
* CIO, Co-Founder for 6-9 years
* Senior VP for 4-5 years in the `Financial Services` industry (11-50 employees)

 They previously led their company(s) through one IPO with undisclosed valuation and one IPO with undisclosed valuation."
81a671ba-9956-4d3a-b689-2fb9a00da94f,0,Networking & Cybersecurity Products,,,"[
  {
    ""degree"": ""Bachelor"",
    ""field"": ""Computer and Information Systems Security and Information Assurance"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Senior Technical Director (Group Security)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""General Manager (Managed Security Services)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Networking & Cybersecurity Products"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Security Architect"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Security Architect"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Senior Systems Engineer"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Networking & Cybersecurity Products industry.
Education:
* Bachelor in Computer and Information Systems Security and Information Assurance (Institution QS rank 200+)

Professional experience:
* Senior Technical Director (Group Security) for <2 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* General Manager (Managed Security Services) for 2-3 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* Founder, CEO for >9 years in the `Networking & Cybersecurity Products` industry (11-50 employees)
* Security Architect for 2-3 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* Security Architect for <2 years in the `IT Services & Digital Solutions` industry (5001-10000 employees)
* Senior Systems Engineer for <2 years in the `Software Development` industry (1001-5000 employees)
"
55252e7c-7a00-41ac-82ac-d70ce98a285e,0,IT Services & Digital Solutions,,,,"[
  {
    ""role"": ""Self-Employed"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the IT Services & Digital Solutions industry.
Professional experience:
* Self-Employed for <2 years
"
5806c2dc-6d2f-46e5-9723-afc413f5d801,0,Food & Beverage Services & Retail,[],[],"[
  {
    ""degree"": ""MBA"",
    ""field"": """",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MBA"",
    ""field"": ""Business"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BA"",
    ""field"": ""Political Science"",
    ""qs_ranking"": ""26""
  },
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Research Associate, Equity Analyst"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Investment Banking Analyst"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Food & Beverage Services & Retail industry.
Education:
* MBA (Institution QS rank 200+)
* MBA in Business (Institution QS rank 200+)
* BA in Political Science (Institution QS rank 26)
* (Institution QS rank 200+)

Professional experience:
* Co-Founder for 4-5 years
* Research Associate, Equity Analyst for 4-5 years in the `Financial Services` industry (51-200 employees)
* Investment Banking Analyst for <2 years
"
0f854fb8-f2da-48ec-9368-6be0c0a26881,0,Software Development,,,"[
  {
    ""degree"": ""PhD"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""141""
  },
  {
    ""degree"": ""MSE"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""26""
  },
  {
    ""degree"": ""BA"",
    ""field"": ""Cognitive Science"",
    ""qs_ranking"": ""26""
  }
]","[
  {
    ""role"": ""Associate Professor"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Research Scientist"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Telecommunications Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Assistant Professor"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Researcher"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Visiting Researcher"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Consultant"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Aerospace, Defense & Ship/Space"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Software Engineer"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Aerospace, Defense & Ship/Space"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* PhD in Computer Science (Institution QS rank 141)
* MSE in Computer Science (Institution QS rank 26)
* BA in Cognitive Science (Institution QS rank 26)

Professional experience:
* Associate Professor for <2 years in the `Higher Education & Research` industry (1001-5000 employees)
* Research Scientist for <2 years in the `Telecommunications Services` industry (2-10 employees)
* Assistant Professor for 4-5 years in the `Higher Education & Research` industry (1001-5000 employees)
* Researcher for <2 years
* Visiting Researcher for <2 years in the `Higher Education & Research` industry (1001-5000 employees)
* Consultant for <2 years in the `Aerospace, Defense & Ship/Space` industry (10001+ employees)
* Software Engineer for <2 years in the `Aerospace, Defense & Ship/Space` industry (51-200 employees)
"
c1127417-4df7-46e6-8ef2-60d629be2814,0,Entertainment & Live Arts,,,,"[
  {
    ""role"": ""Audio Professional"",
    ""company_size"": """",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Studio Engineer"",
    ""company_size"": """",
    ""industry"": ""Broadcast Media Production & Distribution"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""PHP Developer"",
    ""company_size"": ""myself only employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Webmaster"",
    ""company_size"": """",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Marketing"",
    ""company_size"": ""myself only employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Live Sound Engineer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Entertainment & Live Arts industry.
Professional experience:
* Audio Professional for 6-9 years in the `Entertainment & Live Arts` industry
* Studio Engineer for <2 years in the `Broadcast Media Production & Distribution` industry
* PHP Developer for <2 years in the `IT Services & Digital Solutions` industry (myself only employees)
* Webmaster for <2 years in the `IT Services & Digital Solutions` industry
* Marketing for <2 years in the `Technology, Information & Internet Platforms` industry (myself only employees)
* Live Sound Engineer for <2 years
"
